last,first,pos,num,comb,GP,TOI,TOI_5v5,corsi_for_5v5,corsi_against_5v5,corsi_5v5,corsi_for,corsi_against,corsi,fenwick_for_5v5,fenwick_against_5v5,fenwick_5v5,fenwick_for,fenwick_against,fenwick,blocks,5v5_block,g_block_5_5v5,b_block_5_5v5,g_block_10_5v5,b_block_10_5v5,g_block_5_ev,b_block_5_ev,g_block_10_ev,b_block_10_ev,g_block_5_pp,b_block_5_pp,g_block_10_pp,b_block_10_pp,g_block_5_sh,b_block_5_sh,g_block_10_sh,b_block_10_sh,hits,5v5_hits,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
RICHARDSON,BRAD,R,12,BRAD RICHARDSON,82.0,1280:57,1057:43,911.0,1084.0,-173.0,1032.0,1378.0,-346.0,656.0,824.0,-168.0,741.0,1039.0,-298.0,53.0,42.0,42.0,0.0,42.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,57.0,55.0,55.0,0.0,55.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
GIONTA,BRIAN,R,12,BRIAN GIONTA,79.0,1400:52,1070:51,915.0,1047.0,-132.0,1242.0,1357.0,-115.0,685.0,791.0,-106.0,936.0,1041.0,-105.0,36.0,27.0,27.0,0.0,26.0,1.0,30.0,0.0,29.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,46.0,45.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JONES,DAVID,R,12,DAVID JONES,75.0,931:30,883:03,700.0,912.0,-212.0,734.0,943.0,-209.0,517.0,648.0,-131.0,544.0,669.0,-125.0,33.0,32.0,32.0,0.0,32.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,144.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
STAFFORD,DREW,R,12,DREW STAFFORD,78.0,1393:21,1087:34,968.0,918.0,50.0,1281.0,1139.0,142.0,723.0,688.0,35.0,960.0,856.0,104.0,15.0,9.0,9.0,0.0,9.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,59.0,52.0,52.0,0.0,52.0,0.0,53.0,0.0,53.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0
IGINLA,JAROME,R,12,JAROME IGINLA,82.0,1300:18,1008:59,808.0,1100.0,-292.0,1292.0,1200.0,92.0,590.0,809.0,-219.0,956.0,892.0,64.0,45.0,41.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,70.0,64.0,64.0,0.0,64.0,0.0,65.0,0.0,65.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
GABORIK,MARIAN,R,12,MARIAN GABORIK,54.0,807:00,678:05,693.0,520.0,173.0,921.0,575.0,346.0,547.0,378.0,169.0,719.0,418.0,301.0,17.0,15.0,15.0,0.0,15.0,0.0,16.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,28.0,27.0,1.0,27.0,1.0,28.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQUETTE,CEDRIC,C,13,CEDRIC PAQUETTE,56.0,713:24,601:10,517.0,496.0,21.0,548.0,666.0,-118.0,388.0,373.0,15.0,411.0,505.0,-94.0,31.0,23.0,23.0,0.0,23.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,137.0,134.0,134.0,0.0,134.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
JANMARK,MATTIAS,C,13,MATTIAS JANMARK,73.0,1034:33,918:37,959.0,821.0,138.0,1073.0,906.0,167.0,721.0,622.0,99.0,801.0,690.0,111.0,21.0,20.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BONINO,NICK,C,13,NICK BONINO,63.0,997:51,712:46,667.0,634.0,33.0,872.0,951.0,-79.0,489.0,441.0,48.0,643.0,675.0,-32.0,67.0,43.0,42.0,1.0,42.0,1.0,44.0,1.0,44.0,1.0,2.0,0.0,2.0,0.0,20.0,0.0,20.0,0.0,22.0,20.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DATSYUK,PAVEL,C,13,PAVEL DATSYUK,66.0,1297:14,1004:49,983.0,733.0,250.0,1469.0,842.0,627.0,747.0,574.0,173.0,1116.0,664.0,452.0,33.0,28.0,28.0,0.0,28.0,0.0,31.0,0.0,31.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,61.0,60.0,1.0,60.0,1.0,66.0,1.0,66.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TANEV,BRANDON,L,13,BRANDON TANEV,3.0,36:08,32:23,29.0,38.0,-9.0,29.0,46.0,-17.0,17.0,26.0,-9.0,17.0,34.0,-17.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,JOHNNY GAUDREAU,79.0,1573:40,1194:53,1095.0,1115.0,-20.0,1721.0,1260.0,461.0,799.0,811.0,-12.0,1253.0,932.0,321.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CLIFFORD,KYLE,L,13,KYLE CLIFFORD,56.0,523:35,513:19,492.0,427.0,65.0,501.0,435.0,66.0,365.0,317.0,48.0,374.0,324.0,50.0,11.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,111.0,0.0,111.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMMALLERI,MIKE,L,13,MIKE CAMMALLERI,42.0,808:16,611:21,451.0,471.0,-20.0,665.0,567.0,98.0,351.0,369.0,-18.0,521.0,449.0,72.0,13.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,13.0,0.0,13.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAUL,NICK,L,13,NICK PAUL,24.0,292:39,277:53,222.0,257.0,-35.0,232.0,270.0,-38.0,172.0,189.0,-17.0,179.0,198.0,-19.0,9.0,7.0,7.0,0.0,7.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,42.0,1.0,42.0,1.0,42.0,1.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMIN,ALEXANDER,R,13,ALEXANDER SEMIN,15.0,185:02,150:49,167.0,134.0,33.0,214.0,142.0,72.0,122.0,98.0,24.0,154.0,104.0,50.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATKINSON,CAM,R,13,CAM ATKINSON,81.0,1441:39,1025:19,964.0,980.0,-16.0,1395.0,1322.0,73.0,735.0,722.0,13.0,1056.0,976.0,80.0,40.0,27.0,27.0,0.0,27.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,47.0,41.0,41.0,0.0,41.0,0.0,42.0,0.0,42.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0
HAYES,KEVIN,R,13,KEVIN HAYES,79.0,1079:22,925:41,811.0,843.0,-32.0,1028.0,920.0,108.0,611.0,625.0,-14.0,782.0,687.0,95.0,23.0,19.0,19.0,0.0,19.0,0.0,21.0,0.0,21.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,57.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
BROWN,MIKE,R,13,MIKE BROWN,58.0,452:49,441:23,344.0,432.0,-88.0,349.0,451.0,-102.0,257.0,300.0,-43.0,261.0,312.0,-51.0,25.0,23.0,23.0,0.0,23.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,175.0,175.0,0.0,175.0,0.0,175.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HENRIQUE,ADAM,C,14,ADAM HENRIQUE,80.0,1584:50,1060:31,738.0,880.0,-142.0,1168.0,1377.0,-209.0,569.0,666.0,-97.0,913.0,1047.0,-134.0,56.0,37.0,36.0,1.0,36.0,1.0,39.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,66.0,52.0,52.0,0.0,52.0,0.0,57.0,0.0,57.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0
GREENING,COLIN,C,14,COLIN GREENING,31.0,436:59,354:34,361.0,309.0,52.0,513.0,337.0,176.0,262.0,243.0,19.0,364.0,265.0,99.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,86.0,86.0,0.0,86.0,0.0,88.0,0.0,88.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NYQUIST,GUSTAV,C,14,GUSTAV NYQUIST,82.0,1244:15,957:04,869.0,725.0,144.0,1324.0,806.0,518.0,651.0,578.0,73.0,987.0,648.0,339.0,19.0,19.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,51.0,51.0,0.0,51.0,0.0,54.0,0.0,54.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
VITALE,JOE,C,14,JOE VITALE,1.0,6:13,5:11,7.0,6.0,1.0,8.0,8.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBERLE,JORDAN,C,14,JORDAN EBERLE,69.0,1232:07,972:42,986.0,938.0,48.0,1373.0,1041.0,332.0,735.0,710.0,25.0,1036.0,792.0,244.0,23.0,18.0,18.0,0.0,18.0,0.0,21.0,0.0,21.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,22.0,0.0,22.0,0.0,26.0,0.0,26.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GERBE,NATHAN,C,14,NATHAN GERBE,47.0,632:23,522:52,424.0,439.0,-15.0,515.0,530.0,-15.0,315.0,350.0,-35.0,381.0,423.0,-42.0,10.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,54.0,51.0,51.0,0.0,50.0,1.0,51.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
COUTURIER,SEAN,C,14,SEAN COUTURIER,63.0,1171:51,858:36,862.0,729.0,133.0,1120.0,1028.0,92.0,589.0,527.0,62.0,787.0,744.0,43.0,30.0,21.0,21.0,0.0,20.0,1.0,24.0,0.0,23.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,31.0,30.0,30.0,0.0,30.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKANEC,TOMAS,C,14,TOMAS PLEKANEC,82.0,1517:41,1081:22,1075.0,965.0,110.0,1557.0,1307.0,250.0,775.0,734.0,41.0,1135.0,1002.0,133.0,46.0,30.0,29.0,1.0,29.0,1.0,34.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,60.0,52.0,52.0,0.0,52.0,0.0,56.0,0.0,56.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
EKHOLM,MATTIAS,D,14,MATTIAS EKHOLM,82.0,1658:58,1363:09,1213.0,1057.0,156.0,1436.0,1311.0,125.0,898.0,781.0,117.0,1076.0,955.0,121.0,106.0,83.0,82.0,1.0,82.0,1.0,87.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,17.0,1.0,67.0,58.0,58.0,0.0,57.0,1.0,62.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
HICKEY,THOMAS,D,14,THOMAS HICKEY,62.0,1079:05,884:17,781.0,840.0,-59.0,879.0,1115.0,-236.0,580.0,608.0,-28.0,653.0,815.0,-162.0,90.0,66.0,66.0,0.0,66.0,0.0,67.0,0.0,67.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,22.0,0.0,65.0,54.0,54.0,0.0,54.0,0.0,56.0,0.0,56.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0
BURROWS,ALEXANDRE,L,14,ALEXANDRE BURROWS,79.0,1198:25,877:19,741.0,800.0,-59.0,1057.0,1061.0,-4.0,552.0,602.0,-50.0,784.0,814.0,-30.0,33.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,81.0,69.0,69.0,0.0,69.0,0.0,73.0,0.0,73.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0
COMEAU,BLAKE,L,14,BLAKE COMEAU,81.0,1426:41,1061:53,861.0,996.0,-135.0,1165.0,1388.0,-223.0,642.0,704.0,-62.0,872.0,995.0,-123.0,35.0,30.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,173.0,152.0,152.0,0.0,152.0,0.0,157.0,0.0,157.0,0.0,4.0,0.0,4.0,0.0,12.0,0.0,12.0,0.0
KUNITZ,CHRIS,L,14,CHRIS KUNITZ,80.0,1345:58,1094:42,1180.0,936.0,244.0,1513.0,1069.0,444.0,875.0,683.0,192.0,1113.0,794.0,319.0,33.0,32.0,32.0,0.0,32.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,232.0,232.0,0.0,232.0,0.0,245.0,0.0,245.0,0.0,13.0,0.0,13.0,0.0,6.0,0.0,6.0,0.0
BENN,JAMIE,L,14,JAMIE BENN,82.0,1641:47,1148:53,1234.0,1063.0,171.0,1906.0,1453.0,453.0,891.0,790.0,101.0,1392.0,1090.0,302.0,55.0,37.0,37.0,0.0,37.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,156.0,139.0,139.0,0.0,138.0,1.0,144.0,0.0,143.0,1.0,2.0,0.0,2.0,0.0,10.0,0.0,10.0,0.0
PELUSO,ANTHONY,R,14,ANTHONY PELUSO,35.0,223:27,221:29,150.0,181.0,-31.0,155.0,181.0,-26.0,113.0,136.0,-23.0,116.0,136.0,-20.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,81.0,0.0,80.0,1.0,81.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNOLLY,BRETT,R,14,BRETT CONNOLLY,71.0,920:14,841:04,803.0,757.0,46.0,929.0,793.0,136.0,617.0,578.0,39.0,706.0,605.0,101.0,36.0,33.0,33.0,0.0,33.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,134.0,134.0,0.0,133.0,1.0,136.0,0.0,135.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FONTAINE,JUSTIN,R,14,JUSTIN FONTAINE,60.0,706:52,611:31,461.0,566.0,-105.0,492.0,694.0,-202.0,362.0,392.0,-30.0,386.0,488.0,-102.0,24.0,19.0,19.0,0.0,19.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAMS,JUSTIN,R,14,JUSTIN WILLIAMS,82.0,1365:32,1079:00,1106.0,967.0,139.0,1463.0,1165.0,298.0,825.0,713.0,112.0,1103.0,850.0,253.0,43.0,34.0,34.0,0.0,32.0,2.0,35.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,32.0,30.0,29.0,1.0,29.0,1.0,30.0,1.0,30.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PANIK,RICHARD,R,14,RICHARD PANIK,30.0,325:01,313:37,285.0,287.0,-2.0,304.0,293.0,11.0,218.0,207.0,11.0,231.0,211.0,20.0,11.0,10.0,10.0,0.0,10.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,53.0,53.0,0.0,53.0,0.0,53.0,0.0,53.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TIKHONOV,VIKTOR,R,14,VIKTOR TIKHONOV,50.0,571:43,524:42,405.0,490.0,-85.0,461.0,516.0,-55.0,303.0,358.0,-55.0,351.0,380.0,-29.0,25.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NESTRASIL,ANDREJ,C,15,ANDREJ NESTRASIL,55.0,789:09,706:24,676.0,552.0,124.0,816.0,577.0,239.0,479.0,409.0,70.0,590.0,429.0,161.0,13.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDREOFF,ANDY,C,15,ANDY ANDREOFF,60.0,528:16,518:45,477.0,470.0,7.0,492.0,477.0,15.0,354.0,357.0,-3.0,366.0,363.0,3.0,11.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,81.0,81.0,0.0,81.0,0.0,81.0,0.0,81.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ANISIMOV,ARTEM,C,15,ARTEM ANISIMOV,77.0,1392:51,1061:35,984.0,982.0,2.0,1288.0,1256.0,32.0,691.0,732.0,-41.0,918.0,950.0,-32.0,40.0,27.0,27.0,0.0,27.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,53.0,44.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0
GORDON,BOYD,C,15,BOYD GORDON,65.0,796:54,592:30,413.0,536.0,-123.0,439.0,849.0,-410.0,311.0,401.0,-90.0,333.0,631.0,-298.0,51.0,34.0,34.0,0.0,34.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,21.0,19.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
SMITH,CRAIG,C,15,CRAIG SMITH,82.0,1244:26,1029:21,1079.0,826.0,253.0,1370.0,895.0,475.0,808.0,609.0,199.0,1028.0,657.0,371.0,18.0,16.0,16.0,0.0,16.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,79.0,79.0,0.0,79.0,0.0,82.0,0.0,82.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
EICHEL,JACK,C,15,JACK EICHEL,81.0,1548:51,1175:19,1000.0,1137.0,-137.0,1556.0,1329.0,227.0,739.0,873.0,-134.0,1154.0,1030.0,124.0,25.0,23.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,39.0,39.0,0.0,39.0,0.0,40.0,0.0,40.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
SHEAHAN,RILEY,C,15,RILEY SHEAHAN,81.0,1233:42,937:10,810.0,764.0,46.0,1004.0,1116.0,-112.0,613.0,612.0,1.0,758.0,873.0,-115.0,40.0,21.0,21.0,0.0,21.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,72.0,66.0,66.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
FABBRI,ROBBY,C,15,ROBBY FABBRI,72.0,958:41,832:59,805.0,736.0,69.0,945.0,782.0,163.0,592.0,551.0,41.0,700.0,589.0,111.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,46.0,45.0,1.0,45.0,1.0,45.0,1.0,45.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
GETZLAF,RYAN,C,15,RYAN GETZLAF,77.0,1501:57,1092:03,1094.0,900.0,194.0,1675.0,1169.0,506.0,812.0,649.0,163.0,1246.0,855.0,391.0,61.0,53.0,53.0,0.0,53.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,108.0,95.0,95.0,0.0,94.0,1.0,97.0,0.0,96.0,1.0,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0
SMITH,ZACK,C,15,ZACK SMITH,81.0,1245:56,967:20,919.0,891.0,28.0,1211.0,1150.0,61.0,669.0,665.0,4.0,888.0,874.0,14.0,26.0,22.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,175.0,162.0,162.0,0.0,162.0,0.0,164.0,0.0,164.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,8.0,0.0
SMID,LADISLAV,D,15,LADISLAV SMID,22.0,254:53,241:36,213.0,242.0,-29.0,215.0,267.0,-52.0,165.0,163.0,2.0,167.0,179.0,-12.0,33.0,31.0,30.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,39.0,38.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
DEL ZOTTO,MICHAEL,D,15,MICHAEL DEL ZOTTO,52.0,1217:28,942:04,935.0,880.0,55.0,1142.0,1194.0,-52.0,673.0,639.0,34.0,830.0,867.0,-37.0,104.0,78.0,77.0,1.0,77.0,1.0,86.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,140.0,122.0,122.0,0.0,122.0,0.0,129.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
NEMETH,PATRIK,D,15,PATRIK NEMETH,38.0,593:44,539:48,529.0,492.0,37.0,545.0,570.0,-25.0,404.0,354.0,50.0,419.0,413.0,6.0,47.0,42.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,58.0,53.0,53.0,0.0,53.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
GLASS,TANNER,L,15,TANNER GLASS,57.0,586:18,549:19,415.0,567.0,-152.0,427.0,621.0,-194.0,313.0,411.0,-98.0,324.0,449.0,-125.0,18.0,17.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,224.0,221.0,221.0,0.0,221.0,0.0,221.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
CLUTTERBUCK,CAL,R,15,CAL CLUTTERBUCK,77.0,917:11,746:47,604.0,638.0,-34.0,663.0,922.0,-259.0,439.0,468.0,-29.0,490.0,661.0,-171.0,34.0,24.0,24.0,0.0,24.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,288.0,272.0,271.0,1.0,271.0,1.0,271.0,1.0,271.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
DORSETT,DEREK,R,15,DEREK DORSETT,71.0,893:55,816:07,644.0,752.0,-108.0,675.0,853.0,-178.0,478.0,571.0,-93.0,501.0,638.0,-137.0,44.0,36.0,35.0,1.0,35.0,1.0,38.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,127.0,122.0,122.0,0.0,122.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HALISCHUK,MATT,R,15,MATT HALISCHUK,30.0,283:34,269:57,198.0,232.0,-34.0,207.0,249.0,-42.0,138.0,172.0,-34.0,144.0,183.0,-39.0,11.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,38.0,38.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,PIERRE-ALEXANDRE PARENTEAU,77.0,1251:56,975:42,1022.0,879.0,143.0,1549.0,980.0,569.0,756.0,694.0,62.0,1133.0,777.0,356.0,26.0,22.0,22.0,0.0,22.0,0.0,25.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,45.0,45.0,0.0,45.0,0.0,47.0,0.0,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
