last,first,pos,num,comb,misses,dz_miss,nz_miss,oz_miss,p1_miss,p2_miss,p3_miss,ot_miss,5v5_miss,ev_miss,pp_miss,sh_miss,miss_for_oi,miss_for_oi_5v5,miss_against_oi,miss_against_oi_5v5,miss_wide,miss_over,miss_post,miss_wrist,miss_slap,miss_snap,miss_back,miss_deflect,miss_tip,miss_wrap,miss_other
SHEAHAN,RILEY,C,15,RILEY SHEAHAN,38.0,0.0,1.0,37.0,15.0,14.0,9.0,0.0,33.0,33.0,2.0,3.0,215.0,176.0,220.0,142.0,26.0,11.0,1.0,19.0,3.0,5.0,6.0,4.0,1.0,0.0,0.0
FABBRI,ROBBY,C,15,ROBBY FABBRI,42.0,0.0,0.0,42.0,12.0,17.0,10.0,3.0,37.0,40.0,2.0,0.0,170.0,145.0,143.0,139.0,36.0,2.0,4.0,29.0,4.0,6.0,0.0,0.0,3.0,0.0,0.0
GETZLAF,RYAN,C,15,RYAN GETZLAF,98.0,4.0,4.0,90.0,27.0,38.0,31.0,2.0,63.0,72.0,22.0,4.0,384.0,256.0,258.0,195.0,88.0,5.0,5.0,50.0,25.0,4.0,11.0,0.0,8.0,0.0,0.0
SMITH,ZACK,C,15,ZACK SMITH,55.0,1.0,1.0,53.0,18.0,15.0,21.0,1.0,43.0,45.0,9.0,1.0,275.0,211.0,260.0,204.0,45.0,6.0,4.0,22.0,7.0,7.0,2.0,5.0,11.0,0.0,1.0
SMID,LADISLAV,D,15,LADISLAV SMID,4.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,47.0,46.0,57.0,52.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,MICHAEL DEL ZOTTO,33.0,0.0,1.0,32.0,4.0,9.0,19.0,1.0,29.0,31.0,2.0,0.0,238.0,194.0,208.0,150.0,30.0,3.0,0.0,10.0,14.0,7.0,1.0,0.0,1.0,0.0,0.0
NEMETH,PATRIK,D,15,PATRIK NEMETH,21.0,0.0,0.0,21.0,9.0,5.0,7.0,0.0,21.0,21.0,0.0,0.0,133.0,130.0,122.0,104.0,17.0,3.0,1.0,10.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0
GLASS,TANNER,L,15,TANNER GLASS,18.0,1.0,0.0,17.0,4.0,8.0,6.0,0.0,18.0,18.0,0.0,0.0,92.0,88.0,129.0,118.0,17.0,1.0,0.0,8.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0
CLUTTERBUCK,CAL,R,15,CAL CLUTTERBUCK,30.0,1.0,0.0,29.0,10.0,8.0,10.0,2.0,27.0,29.0,0.0,1.0,137.0,132.0,179.0,131.0,23.0,5.0,2.0,21.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
DORSETT,DEREK,R,15,DEREK DORSETT,34.0,0.0,0.0,34.0,13.0,8.0,13.0,0.0,34.0,34.0,0.0,0.0,128.0,124.0,167.0,151.0,26.0,7.0,1.0,21.0,5.0,1.0,4.0,2.0,1.0,0.0,0.0
HALISCHUK,MATT,R,15,MATT HALISCHUK,8.0,0.0,0.0,8.0,4.0,3.0,1.0,0.0,7.0,7.0,0.0,1.0,33.0,32.0,49.0,48.0,7.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,PIERRE-ALEXANDRE PARENTEAU,70.0,0.0,0.0,70.0,21.0,26.0,20.0,3.0,39.0,47.0,23.0,0.0,368.0,233.0,209.0,186.0,61.0,6.0,3.0,28.0,11.0,16.0,7.0,3.0,5.0,0.0,0.0
RUUTU,TUOMO,R,15,TUOMO RUUTU,10.0,0.0,0.0,10.0,3.0,4.0,3.0,0.0,10.0,10.0,0.0,0.0,62.0,60.0,61.0,57.0,9.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,ALEKSANDER BARKOV,48.0,0.0,0.0,48.0,20.0,14.0,13.0,1.0,32.0,35.0,10.0,3.0,226.0,156.0,241.0,182.0,39.0,6.0,3.0,20.0,9.0,4.0,6.0,2.0,7.0,0.0,0.0
BASS,CODY,C,16,CODY BASS,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,16.0,16.0,27.0,26.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
BRASSARD,DERICK,C,16,DERICK BRASSARD,52.0,0.0,2.0,50.0,17.0,19.0,14.0,2.0,35.0,39.0,13.0,0.0,306.0,209.0,266.0,241.0,42.0,9.0,1.0,26.0,10.0,6.0,1.0,1.0,8.0,0.0,0.0
LINDHOLM,ELIAS,C,16,ELIAS LINDHOLM,61.0,1.0,1.0,59.0,15.0,19.0,26.0,1.0,46.0,49.0,12.0,0.0,359.0,261.0,273.0,236.0,54.0,4.0,3.0,23.0,7.0,14.0,1.0,8.0,8.0,0.0,0.0
FEHR,ERIC,C,16,ERIC FEHR,24.0,0.0,1.0,23.0,9.0,8.0,7.0,0.0,21.0,21.0,1.0,2.0,99.0,91.0,120.0,72.0,21.0,2.0,1.0,12.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0
JOSEFSON,JACOB,C,16,JACOB JOSEFSON,35.0,0.0,0.0,35.0,8.0,17.0,8.0,2.0,21.0,24.0,9.0,2.0,183.0,119.0,112.0,78.0,31.0,3.0,1.0,13.0,4.0,11.0,1.0,3.0,3.0,0.0,0.0
DICKINSON,JASON,C,16,JASON DICKINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,MARCUS KRUGER,18.0,0.0,0.0,18.0,7.0,5.0,6.0,0.0,17.0,17.0,1.0,0.0,79.0,73.0,108.0,70.0,17.0,1.0,0.0,10.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0
DOMI,MAX,C,16,MAX DOMI,62.0,0.0,1.0,61.0,13.0,23.0,24.0,2.0,48.0,53.0,9.0,0.0,304.0,196.0,255.0,228.0,49.0,8.0,5.0,38.0,6.0,6.0,7.0,1.0,4.0,0.0,0.0
SPALING,NICK,C,16,NICK SPALING,24.0,0.0,1.0,23.0,5.0,6.0,13.0,0.0,22.0,22.0,0.0,2.0,128.0,117.0,169.0,126.0,20.0,3.0,1.0,10.0,1.0,5.0,1.0,4.0,3.0,0.0,0.0
GARBUTT,RYAN,C,16,RYAN GARBUTT,61.0,0.0,3.0,58.0,23.0,21.0,17.0,0.0,58.0,58.0,0.0,3.0,188.0,181.0,146.0,133.0,52.0,7.0,2.0,34.0,8.0,2.0,8.0,3.0,6.0,0.0,0.0
ZADOROV,NIKITA,D,16,NIKITA ZADOROV,10.0,0.0,1.0,9.0,4.0,2.0,4.0,0.0,10.0,10.0,0.0,0.0,59.0,52.0,81.0,69.0,8.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
LADD,ANDREW,L,16,ANDREW LADD,71.0,1.0,4.0,66.0,26.0,24.0,20.0,1.0,44.0,52.0,16.0,3.0,312.0,200.0,262.0,197.0,56.0,9.0,6.0,29.0,9.0,4.0,8.0,9.0,11.0,0.0,1.0
MACARTHUR,CLARKE,L,16,CLARKE MACARTHUR,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,10.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZUCKER,JASON,L,16,JASON ZUCKER,76.0,1.0,1.0,74.0,23.0,24.0,26.0,3.0,62.0,67.0,8.0,1.0,236.0,192.0,203.0,179.0,66.0,6.0,4.0,39.0,5.0,11.0,8.0,6.0,6.0,0.0,1.0
BROWN,CONNOR,R,16,CONNOR BROWN,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,27.0,15.0,13.0,11.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JOORIS,JOSH,R,16,JOSH JOORIS,20.0,0.0,0.0,20.0,8.0,6.0,6.0,0.0,20.0,20.0,0.0,0.0,97.0,94.0,154.0,118.0,18.0,1.0,1.0,10.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0
BERNIER,STEVE,R,16,STEVE BERNIER,4.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,32.0,31.0,48.0,47.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
PURCELL,TEDDY,R,16,TEDDY PURCELL,63.0,0.0,0.0,63.0,19.0,26.0,18.0,0.0,50.0,51.0,12.0,0.0,265.0,201.0,224.0,192.0,54.0,6.0,3.0,29.0,7.0,15.0,4.0,1.0,7.0,0.0,0.0
KILLORN,ALEX,C,17,ALEX KILLORN,64.0,0.0,0.0,64.0,26.0,17.0,21.0,0.0,53.0,54.0,9.0,1.0,302.0,218.0,229.0,199.0,54.0,3.0,7.0,30.0,7.0,2.0,3.0,2.0,20.0,0.0,0.0
RICHARDS,BRAD,C,17,BRAD RICHARDS,56.0,0.0,1.0,55.0,22.0,19.0,14.0,1.0,37.0,37.0,19.0,0.0,223.0,154.0,144.0,130.0,48.0,5.0,3.0,25.0,10.0,12.0,6.0,0.0,3.0,0.0,0.0
DUBINSKY,BRANDON,C,17,BRANDON DUBINSKY,50.0,1.0,1.0,48.0,10.0,11.0,26.0,3.0,36.0,38.0,7.0,5.0,266.0,186.0,272.0,190.0,43.0,3.0,4.0,13.0,7.0,19.0,4.0,1.0,4.0,0.0,2.0
LEGWAND,DAVID,C,17,DAVID LEGWAND,9.0,0.0,1.0,8.0,5.0,3.0,1.0,0.0,6.0,6.0,0.0,3.0,74.0,66.0,175.0,112.0,8.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
MACKENZIE,DEREK,C,17,DEREK MACKENZIE,31.0,2.0,4.0,25.0,8.0,13.0,10.0,0.0,21.0,26.0,0.0,5.0,114.0,94.0,162.0,110.0,29.0,1.0,1.0,13.0,12.0,3.0,2.0,0.0,1.0,0.0,0.0
SHORE,DEVIN,C,17,DEVIN SHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,JADEN SCHWARTZ,21.0,0.0,0.0,21.0,8.0,5.0,8.0,0.0,13.0,14.0,6.0,1.0,127.0,100.0,95.0,79.0,17.0,2.0,2.0,6.0,4.0,3.0,3.0,2.0,2.0,0.0,1.0
KESLER,RYAN,C,17,RYAN KESLER,104.0,4.0,0.0,100.0,31.0,35.0,34.0,4.0,69.0,80.0,17.0,7.0,358.0,253.0,318.0,197.0,86.0,12.0,6.0,47.0,22.0,10.0,12.0,0.0,12.0,0.0,1.0
MITCHELL,TORREY,C,17,TORREY MITCHELL,17.0,0.0,1.0,16.0,7.0,5.0,5.0,0.0,13.0,14.0,1.0,2.0,111.0,102.0,199.0,148.0,17.0,0.0,0.0,10.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
STUART,BRAD,D,17,BRAD STUART,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,10.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,ADAM LOWRY,21.0,0.0,0.0,21.0,5.0,9.0,7.0,0.0,20.0,20.0,0.0,1.0,131.0,127.0,227.0,161.0,19.0,1.0,1.0,12.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0
MCCARTHY,JOHN,L,17,JOHN MCCARTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,LANCE BOUMA,17.0,0.0,0.0,17.0,4.0,8.0,5.0,0.0,15.0,15.0,0.0,2.0,82.0,75.0,126.0,91.0,16.0,1.0,0.0,7.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0
MARTIN,MATT,L,17,MATT MARTIN,31.0,0.0,1.0,30.0,14.0,7.0,10.0,0.0,31.0,31.0,0.0,0.0,160.0,158.0,139.0,137.0,27.0,4.0,0.0,15.0,2.0,6.0,0.0,3.0,5.0,0.0,0.0
LUCIC,MILAN,L,17,MILAN LUCIC,85.0,0.0,0.0,85.0,25.0,28.0,31.0,1.0,65.0,68.0,17.0,0.0,434.0,329.0,234.0,211.0,77.0,6.0,2.0,36.0,16.0,8.0,4.0,4.0,17.0,0.0,0.0
RUST,BRYAN,R,17,BRYAN RUST,28.0,1.0,1.0,26.0,6.0,7.0,15.0,0.0,25.0,26.0,0.0,2.0,94.0,85.0,89.0,81.0,24.0,2.0,2.0,13.0,3.0,1.0,8.0,0.0,3.0,0.0,0.0
VRBATA,RADIM,R,17,RADIM VRBATA,56.0,0.0,3.0,53.0,19.0,18.0,18.0,1.0,35.0,39.0,17.0,0.0,205.0,123.0,164.0,149.0,46.0,8.0,2.0,28.0,11.0,6.0,3.0,6.0,2.0,0.0,0.0
DOWNIE,STEVE,R,17,STEVE DOWNIE,7.0,0.0,1.0,6.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0,36.0,32.0,45.0,45.0,6.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SIMMONDS,WAYNE,R,17,WAYNE SIMMONDS,89.0,1.0,2.0,86.0,39.0,24.0,26.0,0.0,59.0,61.0,28.0,0.0,364.0,215.0,212.0,178.0,75.0,11.0,3.0,35.0,3.0,13.0,5.0,23.0,10.0,0.0,0.0
O'NEILL,BRIAN,C,18,BRIAN O'NEILL,4.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,29.0,28.0,41.0,33.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
LITTLE,BRYAN,C,18,BRYAN LITTLE,46.0,0.0,0.0,46.0,10.0,16.0,17.0,3.0,28.0,31.0,10.0,5.0,257.0,160.0,190.0,136.0,36.0,7.0,3.0,22.0,7.0,3.0,8.0,3.0,3.0,0.0,0.0
STEPHENSON,CHANDLER,C,18,CHANDLER STEPHENSON,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,14.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MCCLEMENT,JAY,C,18,JAY MCCLEMENT,23.0,0.0,0.0,23.0,6.0,11.0,6.0,0.0,22.0,22.0,1.0,0.0,128.0,118.0,214.0,164.0,22.0,0.0,1.0,4.0,2.0,4.0,5.0,2.0,6.0,0.0,0.0
ANDERSSON,JOAKIM,C,18,JOAKIM ANDERSSON,8.0,0.0,0.0,8.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0,44.0,43.0,58.0,35.0,8.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
STAJAN,MATT,C,18,MATT STAJAN,24.0,0.0,0.0,24.0,11.0,7.0,6.0,0.0,23.0,23.0,0.0,1.0,161.0,157.0,229.0,181.0,20.0,2.0,2.0,13.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0
CARTER,RYAN,C,18,RYAN CARTER,15.0,0.0,0.0,15.0,4.0,5.0,6.0,0.0,15.0,15.0,0.0,0.0,76.0,71.0,150.0,116.0,15.0,0.0,0.0,6.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0
STROME,RYAN,C,18,RYAN STROME,44.0,0.0,0.0,44.0,17.0,11.0,16.0,0.0,40.0,42.0,2.0,0.0,247.0,210.0,186.0,169.0,36.0,8.0,0.0,23.0,6.0,5.0,2.0,1.0,7.0,0.0,0.0
MATTHIAS,SHAWN,C,18,SHAWN MATTHIAS,34.0,0.0,1.0,33.0,9.0,15.0,10.0,0.0,30.0,30.0,2.0,2.0,184.0,164.0,201.0,171.0,29.0,4.0,1.0,18.0,2.0,5.0,3.0,0.0,6.0,0.0,0.0
STAAL,MARC,D,18,MARC STAAL,28.0,1.0,0.0,27.0,11.0,8.0,9.0,0.0,26.0,28.0,0.0,0.0,245.0,232.0,339.0,260.0,24.0,3.0,1.0,13.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0
NEAL,JAMES,L,18,JAMES NEAL,96.0,0.0,0.0,96.0,35.0,23.0,35.0,3.0,74.0,84.0,12.0,0.0,367.0,271.0,212.0,197.0,77.0,11.0,8.0,56.0,16.0,11.0,2.0,2.0,8.0,0.0,1.0
MICHALEK,MILAN,L,18,MILAN MICHALEK,27.0,0.0,0.0,27.0,14.0,7.0,6.0,0.0,17.0,17.0,10.0,0.0,147.0,93.0,136.0,109.0,24.0,3.0,0.0,8.0,3.0,0.0,1.0,11.0,4.0,0.0,0.0
PALAT,ONDREJ,L,18,ONDREJ PALAT,42.0,0.0,0.0,42.0,7.0,20.0,14.0,1.0,34.0,36.0,5.0,1.0,232.0,157.0,226.0,153.0,36.0,5.0,1.0,24.0,8.0,0.0,4.0,0.0,6.0,0.0,0.0
VIRTANEN,JAKE,R,18,JAKE VIRTANEN,42.0,0.0,2.0,40.0,6.0,17.0,19.0,0.0,40.0,41.0,1.0,0.0,124.0,109.0,89.0,87.0,36.0,4.0,2.0,23.0,10.0,2.0,3.0,3.0,0.0,0.0,1.0
EAVES,PATRICK,R,18,PATRICK EAVES,37.0,0.0,0.0,37.0,16.0,13.0,8.0,0.0,31.0,31.0,6.0,0.0,193.0,146.0,123.0,113.0,29.0,7.0,1.0,20.0,2.0,3.0,2.0,5.0,5.0,0.0,0.0
SMITH,REILLY,R,18,REILLY SMITH,59.0,1.0,1.0,57.0,16.0,25.0,15.0,3.0,38.0,46.0,11.0,2.0,282.0,179.0,260.0,193.0,48.0,6.0,5.0,29.0,9.0,8.0,8.0,1.0,4.0,0.0,0.0
BOURQUE,RENE,R,18,RENE BOURQUE,27.0,0.0,0.0,27.0,6.0,10.0,11.0,0.0,27.0,27.0,0.0,0.0,84.0,84.0,85.0,82.0,23.0,3.0,1.0,8.0,4.0,6.0,5.0,0.0,3.0,0.0,1.0
JACKMAN,TIM,R,18,TIM JACKMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RATTIE,TY,R,18,TY RATTIE,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,17.0,17.0,15.0,15.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O'REILLY,CAL,C,19,CAL O'REILLY,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,34.0,22.0,44.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
JARNKROK,CALLE,C,19,CALLE JARNKROK,36.0,0.0,0.0,36.0,12.0,11.0,11.0,2.0,32.0,34.0,2.0,0.0,233.0,195.0,247.0,187.0,25.0,7.0,4.0,25.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0
STOLL,JARRET,C,19,JARRET STOLL,17.0,1.0,0.0,16.0,6.0,7.0,4.0,0.0,16.0,17.0,0.0,0.0,104.0,98.0,243.0,178.0,13.0,2.0,2.0,6.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0
THORNTON,JOE,C,19,JOE THORNTON,49.0,0.0,2.0,47.0,17.0,15.0,15.0,2.0,30.0,33.0,16.0,0.0,402.0,255.0,212.0,187.0,33.0,9.0,7.0,27.0,9.0,4.0,3.0,2.0,4.0,0.0,0.0
TOEWS,JONATHAN,C,19,JONATHAN TOEWS,49.0,0.0,1.0,48.0,19.0,15.0,14.0,1.0,37.0,40.0,6.0,3.0,300.0,210.0,280.0,226.0,38.0,7.0,4.0,38.0,3.0,1.0,4.0,0.0,1.0,0.0,2.0
WEAL,JORDAN,C,19,JORDAN WEAL,5.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,23.0,21.0,26.0,23.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PETAN,NIC,C,19,NIC PETAN,15.0,0.0,0.0,15.0,5.0,6.0,4.0,0.0,13.0,13.0,2.0,0.0,56.0,45.0,59.0,56.0,13.0,1.0,1.0,6.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0
BACKSTROM,NICKLAS,C,19,NICKLAS BACKSTROM,47.0,0.0,3.0,44.0,17.0,16.0,13.0,1.0,36.0,37.0,10.0,0.0,341.0,215.0,287.0,222.0,38.0,8.0,1.0,22.0,7.0,3.0,2.0,2.0,11.0,0.0,0.0
JOHANSEN,RYAN,C,19,RYAN JOHANSEN,54.0,0.0,0.0,54.0,13.0,19.0,17.0,5.0,36.0,42.0,12.0,0.0,272.0,203.0,235.0,207.0,42.0,8.0,4.0,22.0,10.0,12.0,6.0,1.0,2.0,0.0,1.0
ZAJAC,TRAVIS,C,19,TRAVIS ZAJAC,39.0,0.0,0.0,39.0,11.0,18.0,6.0,4.0,22.0,25.0,11.0,3.0,226.0,140.0,237.0,161.0,34.0,3.0,2.0,12.0,6.0,6.0,4.0,2.0,9.0,0.0,0.0
BOUWMEESTER,JAY,D,19,JAY BOUWMEESTER,48.0,0.0,3.0,45.0,15.0,15.0,18.0,0.0,45.0,46.0,1.0,1.0,250.0,217.0,360.0,258.0,42.0,6.0,0.0,26.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0
SCHULTZ,JUSTIN,D,19,JUSTIN SCHULTZ,41.0,0.0,1.0,40.0,12.0,18.0,9.0,2.0,31.0,33.0,8.0,0.0,206.0,155.0,220.0,186.0,32.0,6.0,3.0,23.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0
MAROON,PATRICK,L,19,PATRICK MAROON,35.0,0.0,1.0,34.0,17.0,12.0,5.0,1.0,23.0,23.0,11.0,1.0,213.0,162.0,146.0,138.0,27.0,7.0,1.0,15.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0
BENNETT,BEAU,R,19,BEAU BENNETT,16.0,0.0,0.0,16.0,3.0,7.0,6.0,0.0,12.0,13.0,3.0,0.0,89.0,68.0,71.0,64.0,13.0,1.0,2.0,11.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
FAST,JESPER,R,19,JESPER FAST,37.0,0.0,0.0,37.0,11.0,11.0,14.0,1.0,32.0,33.0,2.0,2.0,201.0,186.0,270.0,194.0,32.0,4.0,1.0,11.0,7.0,2.0,3.0,0.0,13.0,0.0,1.0
LUPUL,JOFFREY,R,19,JOFFREY LUPUL,49.0,0.0,0.0,49.0,12.0,15.0,19.0,3.0,28.0,36.0,13.0,0.0,191.0,114.0,144.0,133.0,39.0,7.0,3.0,16.0,3.0,14.0,4.0,2.0,10.0,0.0,0.0
DOAN,SHANE,R,19,SHANE DOAN,65.0,2.0,1.0,62.0,18.0,29.0,18.0,0.0,45.0,48.0,16.0,1.0,280.0,195.0,243.0,207.0,58.0,4.0,3.0,27.0,6.0,3.0,5.0,3.0,20.0,0.0,1.0
CLENDENING,ADAM,D,2,ADAM CLENDENING,17.0,0.0,0.0,17.0,3.0,8.0,6.0,0.0,15.0,15.0,2.0,0.0,78.0,73.0,89.0,88.0,17.0,0.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
PARDY,ADAM,D,2,ADAM PARDY,10.0,0.0,0.0,10.0,3.0,2.0,5.0,0.0,10.0,10.0,0.0,0.0,61.0,57.0,83.0,66.0,10.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
SEKERA,ANDREJ,D,2,ANDREJ SEKERA,61.0,1.0,0.0,60.0,16.0,20.0,24.0,1.0,37.0,41.0,20.0,0.0,324.0,237.0,332.0,267.0,55.0,4.0,2.0,23.0,21.0,13.0,3.0,0.0,1.0,0.0,0.0
BODNARCHUK,ANDREW,D,2,ANDREW BODNARCHUK,5.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,71.0,69.0,110.0,105.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BITETTO,ANTHONY,D,2,ANTHONY BITETTO,11.0,0.0,0.0,11.0,8.0,2.0,1.0,0.0,11.0,11.0,0.0,0.0,56.0,56.0,58.0,58.0,10.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,BRENDAN,D,2,BRENDAN SMITH,33.0,1.0,1.0,31.0,11.0,12.0,10.0,0.0,30.0,31.0,1.0,1.0,212.0,182.0,179.0,147.0,29.0,2.0,2.0,8.0,19.0,4.0,1.0,0.0,1.0,0.0,0.0
HAMHUIS,DAN,D,2,DAN HAMHUIS,28.0,1.0,0.0,27.0,11.0,9.0,8.0,0.0,23.0,25.0,3.0,0.0,216.0,173.0,224.0,168.0,27.0,0.0,1.0,10.0,9.0,5.0,2.0,1.0,1.0,0.0,0.0
PHANEUF,DION,D,2,DION PHANEUF,83.0,0.0,0.0,83.0,30.0,27.0,25.0,1.0,50.0,56.0,27.0,0.0,406.0,282.0,318.0,246.0,72.0,9.0,2.0,19.0,48.0,12.0,4.0,0.0,0.0,0.0,0.0
KEITH,DUNCAN,D,2,DUNCAN KEITH,55.0,0.0,1.0,54.0,17.0,21.0,16.0,1.0,41.0,46.0,9.0,0.0,328.0,247.0,297.0,204.0,45.0,6.0,4.0,13.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0
COWEN,JARED,D,2,JARED COWEN,12.0,1.0,0.0,11.0,6.0,4.0,2.0,0.0,12.0,12.0,0.0,0.0,86.0,81.0,140.0,102.0,9.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
MOORE,JOHN,D,2,JOHN MOORE,47.0,0.0,0.0,47.0,17.0,13.0,15.0,2.0,40.0,41.0,6.0,0.0,225.0,170.0,253.0,184.0,45.0,2.0,0.0,14.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0
JOKIPAKKA,JYRKI,D,2,JYRKI JOKIPAKKA,14.0,0.0,1.0,13.0,4.0,5.0,5.0,0.0,14.0,14.0,0.0,0.0,140.0,137.0,196.0,166.0,12.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
BIEKSA,KEVIN,D,2,KEVIN BIEKSA,56.0,1.0,6.0,49.0,23.0,15.0,18.0,0.0,49.0,49.0,6.0,1.0,326.0,270.0,294.0,215.0,53.0,0.0,3.0,11.0,34.0,5.0,3.0,0.0,3.0,0.0,0.0
RUSSELL,KRIS,D,2,KRIS RUSSELL,56.0,1.0,0.0,55.0,20.0,20.0,16.0,0.0,41.0,43.0,13.0,0.0,268.0,215.0,289.0,233.0,52.0,3.0,1.0,32.0,15.0,3.0,3.0,0.0,3.0,0.0,0.0
GREENE,MATT,D,2,MATT GREENE,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
